x,y
26.85176246900234,35.81064963594716
26.847591067490466,35.815968146923794
26.853258071486113,35.816238795139824
26.860437373270514,35.81634326925207
26.902826908483984,35.81630495525058
26.941804322246142,35.8172277453674
26.980689332540344,35.820064345375535
27.019388027243078,35.82480790453408
27.057806944206106,35.83144696655926
27.095853296979133,35.839965497292695
27.133435198900603,35.850342923425956
27.170461885015374,35.86255418218762
27.206843931283363,35.87656978187298
27.242493470549668,35.89235587307017
27.277324404754676,35.90987433041072
27.31125261287154,35.92908284464699
27.344196154068896,35.94993502483431
27.376075465608146,35.972380510370826
27.406813554997314,35.99636509262463
27.436336185937503,36.021830845854325
27.464572057612738,36.04871626710685
27.491452976890294,36.07695642475477
27.516914023015566,36.10648311531422
27.54089370440374,36.137225028164714
27.56333410714961,36.16910791777324
27.58418103489684,36.20205478300634
27.603384139728867,36.235986053097456
27.62089704376541,36.27081977982018
27.63667745117076,36.30647183540337
27.65068725030348,36.34285611571022
27.662892605760774,36.37988474819033
27.673264040095145,36.41746830410291
27.681776505006113,36.45551601449823
27.68840944183495,36.49393598943589
27.69314683121641,36.53263543991047
27.695977231767465,36.571520901948446
27.69689380771968,36.610498462335286
27.695894345428425,36.64947398542754
27.69298125871912,36.688353340502054
27.643966163649075,37.180032026768956
27.643831621413177,37.18157057250636
27.643261932883384,37.19197158882229
27.64906410019544,37.19265266723625
27.65640332975552,37.193269148073725
27.89688216928911,37.209721332691835
27.93625408226896,37.21340274143219
27.975393648550675,37.21904141621316
28.014203629337448,37.22662334824509
28.052587604658527,37.23612970088726
28.090450212916135,37.24753685644583
28.12769738780292,37.26081647484996
28.16423659200143,37.27593556406017
28.19997704708485,37.29285656203418
28.23482995904804,37.311537430046464
28.26870873890838,37.33193175712978
28.301529217828442,37.353988875379095
28.333209856226066,37.37765398583153
28.36367194635221,37.40286829460954
28.392839807833454,37.42956915898913
28.420640975693154,37.45769024303017
28.447006380384327,37.487161682382144
28.471870519386798,37.517910257856016
28.495171619942468,37.549859577330785
28.516851792524246,37.58293026554302
28.536857174657484,37.61704016128765
28.555138064736546,37.652104521540245
28.57164904550404,37.68803623199357
28.58634909688599,37.724746023485416
28.599201697902604,37.76214269377989
28.610174917401412,37.800133334151404
28.61924149338738,37.83862356020812
29.087429876719007,40.074523343065756
29.087769760944852,40.076052919417144
29.090417212614064,40.086359812865936
29.09631327024308,40.0871918720762
29.103751045120923,40.08798981969574
29.119039774363277,40.0893884622809
29.157876841052257,40.09390885405873
29.19644402826951,40.10033721006774
29.23464766074277,40.10865791656883
29.27239494623253,40.11885076352068
29.309594200913732,40.130890993667656
29.346155072065283,40.14474936267231
29.38198875752641,40.16039221014654
29.41700822138696,40.177781541408805
29.451128405387603,40.19687511976886
29.484266435516606,40.2176265691158
29.516341823301286,40.239985486560336
29.547276661305283,40.26389756485763
29.576995812356774,40.28930472431333
29.60542709204806,40.31614525385255
29.632501444063177,40.34435396090889
29.658153107907793,40.37386232976981
29.682319778633897,40.40459868799334
29.70494275817135,40.436488380492285
29.725967097898792,40.469453950862814
29.74534173210751,40.50341532951722
29.76301960203419,40.538290028163715
29.778957770161288,40.57399334016109
29.79311752450728,40.610438546261356
29.805464472653647,40.64753712524088
29.815968625280124,40.68519896890829
29.824604469005315,40.72333260096692
29.831351028355744,40.76184539920025
29.8361919167129,40.800643820440584
29.839115376114446,40.83963362777477
29.840114305812946,40.87872011943476
29.8391862795228,40.917808358817396
29.83633355131337,40.95680340507448
29.831563050134132,40.99561054371324
29.74301735418739,41.59378587217168
29.742807290505294,41.595337035844096
29.74174246434527,41.60579284044771
29.760986873751204,41.605563684976445
29.760987239426388,41.60559439427119
29.78768777428946,41.605234067234356
29.826667261052982,41.606625238451564
29.86553126417505,41.609930538291415
29.9041858453658,41.61514197750448
29.942537572529687,41.62224695950656
29.980493745600498,41.63122831082594
30.017962620606905,41.64206432261339
30.05485363142708,41.65472880311474
30.091077608696335,41.66919114097901
30.126546995338618,41.685416379249176
30.161176058200986,41.70336529985676
30.194881095279438,41.72299451841594
30.227580638035256,41.744256589087996
30.259195648312847,41.76710011926289
30.289649709383077,41.7914698937804
30.318869210650366,41.81730700839087
30.346783525577063,41.844549012132816
30.37332518239505,41.873130058283365
30.398430027191925,41.90298106351649
30.422037378977624,41.93402987488456
30.444090176356585,41.9662014442194
30.464535115451028,41.99941800953142
30.483322778741904,42.03359928296838
30.50040775451609,42.06866264487933
30.515748746631207,42.104523343514856
30.529308674332615,42.141094699880675
30.541054761881412,42.17828831724979
30.55095861777676,42.21601429482635
30.55899630338109,42.25418144504521
30.565148390782188,42.2926975139816
30.569400009752528,42.33146940433834
30.571740883692087,42.37040340047157
30.572165354467966,42.40940539491113
30.570672396090668,42.44838111582797
30.53793058025323,42.9684757282329
30.53785072387486,42.97005784603356
30.537667694870358,42.9807524600147
30.543602765756816,42.98159477966167
30.551115251147063,42.9824025197565
30.643464004285892,42.99085045538943
30.6823419670275,42.99537650254376
30.720949386996992,43.00181453120791
30.75919229311138,43.010148871116236
30.796977601520265,43.020359236350956
30.83421334217346,43.032420774718396
30.870808882677554,43.04630412823958
30.90667514889662,43.06197550460811
30.94172484176012,43.07939675944108
30.97587264975023,43.09852548912321
31.009035456551437,43.11931513401789
31.041132543357044,43.14171509179406
31.072085785339993,43.16567084059317
31.10181984180998,43.191124071736205
31.13026233959391,43.21801283164797
31.15734404919336,43.24627167265307
31.182999053290306,43.275831812276685
31.207164907190922,43.30662130066209
31.229782790816994,43.33856519569789
31.250797651874915,43.371585745428284
31.270158339853875,43.40560257730255
31.28781773052702,43.44053289380319
31.303732840652586,43.476291673976355
31.31786493259579,43.51279188037426
31.330179608616874,43.549944670905745
31.340646894595757,43.58765961507934
31.34924131298951,43.625844914112534
31.35594194484512,43.66440762437149
31.360732480716567,43.70325388359739
31.363601260362266,43.74228913936863
31.364541301126273,43.78141837924296
31.363550314934212,43.820546362019336
31.261352516105553,45.86313620461288
31.26129385059312,45.86468651772047
31.261238991272585,45.87517146546173
31.267041497628654,45.87611109139815
31.274382522155335,45.87705148605417
31.35439766478348,45.88603998477342
31.392539291727832,45.89126456243079
31.430382560913,45.89833328898082
31.467838361544207,45.907229519459825
31.504818495211662,45.91793230562032
31.541235883574277,45.93041644525853
31.577004773405903,45.94465254155889
31.61204093852128,45.960607072315646
31.646261878106216,45.97824246886872
31.67958701098498,45.99751720456789
31.711937865367457,46.01838589255693
31.743238263629248,46.04079939264757
31.77341450168966,46.06470492703151
31.802395522565117,46.090046204558035
31.83011308368939,46.116763553284706
31.856501917606614,46.144794060988794
31.881499885658737,46.17407172330882
31.90504812430546,46.20452759916713
31.92709118373214,46.23608997310782
31.94757715841933,46.268684524167405
31.9664578093664,46.30223450088088
31.9836886776815,46.33666090201095
31.999229189270388,46.37188266257477
32.01304275037759,46.40781684473045
32.02509683375493,46.444378833073436
