x,y
0.0,14.82526425893427
2.33225083669469,14.823156241906362
1.9892434597037905,18.263921097258237
4.121935608485694,18.409827676953142
5.606002360350209,25.497198159380808
7.766215958571325,25.694818686478012
7.233362419281039,29.294540135128997
9.447378778366083,29.158592885286694
9.222516515761658,32.73046720937397
11.382852486600259,32.928091742535884
11.030834779776123,39.96374026543184
13.200337933488555,40.207451339086894
11.38285248660026,59.47697154860336
9.222516515761658,59.67459608176527
7.677094666716253,66.81694394213382
1.9892434597037907,72.51346901769224
12.83927541640807,83.36338260784375
15.370489502217609,83.36338260784375
14.841911449066593,79.93334269284087
20.61473484047704,74.3217872817067
20.290360955709602,70.85105733337267
36.6951590753457,56.60603708705424
36.6951590753457,61.29631372668897
32.73065394794972,65.09955087380867
31.179012056437767,72.25190137612046
28.933187360076236,72.51360179353729
29.445252233650265,75.79397946292251
22.086927021692876,83.1523046748799
18.26410783583399,83.18273351395332
32.73065394794972,99.63824297790924
35.08128095259278,99.63824297790924
36.53416228436019,76.33900175451919
38.69791748062171,76.13010554572118
40.154218037812036,65.47782049479628
42.314554008650646,65.28019596163438
41.96668540928359,61.8501600526962
44.303581726449075,61.66356343967014
45.7671514170386,56.24825058754079
49.336753137809396,58.202403900549456
50.63300075562823,65.46090541541832
52.93905630097009,65.41699735183283
54.430473116123316,72.51346901769224
56.590809086961926,72.71109355085416
58.04710964415225,85.1716968657935
60.21545826672902,85.40368578811038
59.85542790816672,97.82992471389477
75.04499221469501,85.1717008718582
63.67691832062802,73.97565855696453
64.01437317682425,70.52450566585206
60.04229971654826,66.6989729290251
60.39773664879531,61.48291434577974
56.42908241394223,57.668653284588885
56.781100120766375,52.441323025707405
52.80443323417514,48.5926975753616
52.84756214387621,43.71717818365924
58.58941838478084,41.772058529446305
67.44521772472734,30.94080522117149
69.24903693506317,31.1197734785214
69.25858951175407,35.91097501266073
67.08870096422457,36.16645864957721
67.08870096422457,61.663559433605435
69.24903693506317,61.86118396676733
68.89701922823905,68.89683248966331
71.04834486924442,69.07270416234036
72.51377812888546,76.13010955178588
78.48091928893999,79.74674207375011
80.08305489512448,76.1605343847946
89.33082887302677,72.51346901769224
87.522564571743,68.7161891683945
81.78065436810768,66.77106774762468
82.27826527075287,63.47188170368461
78.13305068957293,59.48799546267451
76.31103074141049,38.59173746473528
78.48091928893999,38.15542200141737
79.94623017596355,24.045579388380126
83.90587408098338,21.880557625287167
83.56841922478716,18.429404734174703
89.51153832681074,12.838970311279539
82.09760977969961,5.4250499278881685
78.25605702633554,5.380285957389619
74.86428276091105,9.336928787724135e-05
72.33282569642343,0.18087123295862814
72.87176739025557,7.01299904639218
70.7053374922535,7.233366425345745
70.98621598327331,14.332301713833106
67.08870096422457,18.083276009432545
67.34537733672653,21.61898998371624
50.75095734084078,38.1551299768882
49.18971543072091,13.059333684168415
51.356145328722974,12.838966305214834
51.01869047252676,9.568645240503832
56.781100120766375,3.6167298973168105
32.73065394794972,3.6167298973168105
38.49306359618934,9.387813414102386
38.15560873999312,12.838966305214834
40.322038637995185,13.059333684168415
40.322038637995185,43.179364326681494
21.734935426136495,61.58563571213874
20.253164556962027,54.68577001446404
22.603762558275474,54.430290383612274
22.42305310449151,34.35814038556274
20.283500026747568,34.20265939058979
20.614734840477045,28.93318559351934
18.448304942474977,28.71281821456576
18.80642058252728,19.89171664606449
16.65022971308106,19.704993654356247
16.99809831244811,10.850002953374675
14.82974968987134,10.618014031057804
15.189780048433642,9.336928787719366e-05
12.839153043790589,9.336928787719343e-05
